,acteur_1,acteur_2,acteur_3,allocine_id,annee_prod,annee_sortie,box_office_fr,couleur,duree,langues,nationalite,nb_critiques_presse,nb_critiques_spectateurs,nb_notes_spectateurs,note_presse,note_spectateurs,realisateurs,synopsis,titre,type_film,genre
4040,Donald Pleasence,Françoise Dorléac,Lionel Stander,163,1966,1966.0,,,113.0,Anglais,Britannique,2.0,67.0,463.0,4.0,3.4,Roman Polanski,"Richard , gangster en cavale , et son acolyte Albert , qui est mourant , trouvent refuge dans un château irlandais . Richard ne tarde pas à semer le trouble au sein du couple étrange que forment la jeune et belle Teresa et George , un homme plus âgé qui vient de vendre son usine .",Cul-de-sac,Long-métrage,drame
1824,Chris Pine,Zachary Quinto,Simon Pegg,215770,2016,2016.0,686235.0,Couleur,123.0,Anglais,Américain,28.0,497.0,6632.0,3.2,3.6,Justin Lin,"Une aventure toujours plus épique de l’ USS Enterprise et de son audacieux équipage . L’ équipe explore les confins inexplorés de l' espace , faisant face chacun , comme la Fédération toute entière , à une nouvelle menace .",Star Trek Sans limites,,science fiction
1446,Lou de Laâge,Isabelle Huppert,Charles Berling,260671,2019,2019.0,,Couleur,112.0,Français,"Français , belge",24.0,78.0,675.0,3.2,2.5,Anne Fontaine,"Claire , jeune femme d’ une grande beauté , suscite l’ irrépressible jalousie de sa belle-mère Maud , qui va jusqu’ à préméditer son meurtre . Sauvée in extremis par un homme mystérieux qui la recueille dans sa ferme , Claire décide de rester dans ce village et va éveiller l’ émoi de ses habitants ... Un , deux , et bientôt sept hommes vont tomber sous son charme ! Pour elle , c’ est le début d’ une émancipation radicale , à la fois charnelle et sentimentale …",Blanche Comme Neige,Long-métrage,comédie
1059,Adam Sandler,Jennifer Aniston,Luke Evans,178854,2019,2019.0,,Couleur,98.0,Anglais,Américain,,106.0,1407.0,,2.3,Kyle Newacheck,"Un policier new-yorkais honore une ancienne promesse et emmène sa femme en voyage en Europe . Au hasard d' une rencontre pendant le vol , le couple se fait convier à une réunion de famille privée sur le yacht luxueux d' un vieux milliardaire du nom de Malcolm Quince . Mais lorsque celui-ci est assassiné , les deux invités deviennent les principaux suspects .",Murder Mystery,Long-métrage,comédie
570,Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,7124,1991,1991.0,5992534.0,Couleur,135.0,,Américain,5.0,1117.0,42796.0,3.8,4.3,James Cameron,"En 2029 , après leur échec pour éliminer Sarah Connor , les robots de Skynet programment un nouveau Terminator , le T-1000 , pour retourner dans le passé et éliminer son fils John Connor , futur leader de la résistance humaine . Ce dernier programme un autre cyborg , le T-800 , et l' envoie également en 1995 , pour le protéger . Une seule question déterminera le sort de l' humanité : laquelle des deux machines trouvera John la première ?",Terminator 2 : le Jugement Dernier,Long-métrage,science fiction
3380,Charlotte Gainsbourg,Yvan Attal,Alain Chabat,54027,2004,2004.0,924053.0,Couleur,100.0,Français,Français,15.0,124.0,1708.0,3.3,2.7,Yvan Attal,"Trois hommes , la quarantaine , s' interrogent sur leur vie . Vincent vit avec Gabrielle et Georges avec Nathalie . Ils ont l' impression d' étouffer et envient la liberté de Fred , un célibataire qui sort avec de belles filles . Lui rêve de donner enfin un sens à sa vie . Mais Vincent vit une histoire avec une autre femme . Personne n' est au courant , sauf Gabrielle , sa femme . Lui ne sait pas qu' elle sait ...",Ils se marièrent et eurent beaucoup d' enfants,Long-métrage,comédie
4624,Jean-François Richet,Arco Descat C.,Jean-Marie Robert,12036,1996,1997.0,,Couleur,105.0,Français,Français,5.0,131.0,1181.0,3.2,2.2,Jean-François Richet,"Au cours d' une soirée hip-hop , très attendue par les jeunes d' un quartier , une fusillade éclate . La police intervient , un policier tire . Un mort . Les jeunes du quartier , désorientés , se révoltent ...",Ma 6-T va crack - er,Long-métrage,drame
3659,Keanu Reeves,Winona Ryder,Robert Downey Jr.,56561,2006,2006.0,55538.0,Couleur,100.0,Anglais,Américain,21.0,247.0,2242.0,3.2,3.2,Richard Linklater,"Une banlieue d' Orange County , en Californie , en 2013 . L' interminable et vain combat de l' Amérique contre la drogue se confond désormais avec sa guerre contre le terrorisme . Le policier Bob Arctor , spécialiste réticent des missions d' infiltration , est contraint de jouer les taupes auprès de ses amis Jim Barris , Ernie Luckman , Donna Hawthorne et Charles Freck . Lorsqu' il reçoit l' ordre de s' espionner lui-même , Arctor entame une inexorable descente dans l' absurde et la paranoïa , où loyautés et identités deviennent indéchiffrables .",A Scanner Darkly,Long-métrage,science fiction
4927,Nat Wolff,Cara Delevingne,Justice Smith,227902,2015,2015.0,530070.0,Couleur,109.0,Anglais,Américain,18.0,234.0,2878.0,2.7,3.0,Jake Schreier,"D’ après le best-seller de John Green , La Face Cachée de Margo est l’ histoire de Quentin et de Margo , sa voisine énigmatique , qui aimait tant les mystères qu’ elle en est devenue un . Après l’ avoir entraîné avec elle toute la nuit dans une expédition vengeresse à travers leur ville , Margo disparaît subitement – laissant derrière elle des indices qu’ il devra déchiffrer . Sa recherche entraîne Quentin et sa bande de copains dans une aventure exaltante à la fois drôle et émouvante . Pour trouver Margo , Quentin va devoir découvrir le vrai sens de l’ amitié … et de l’ amour .",La Face cachée de Margo,Long-métrage,romance
5463,Sean Connery,Daniela Bianchi,Pedro Armendariz,2019,1963,1964.0,5623391.0,Couleur,118.0,,Britannique,,275.0,9110.0,,3.7,Terence Young,"En pleine guerre froide , James Bond se voit confier la mission de faire passer à l' Ouest une jeune femme russe nommée Tatiana Romanova ainsi qu' un lecteur de déchiffrement conçu par les Soviétiques . Cependant , cela s' avère être un piège tendu par l' organisation criminelle du SPECTRE , qui entend venger la mort du Dr. No et s' emparer du lecteur …",Bons baisers de Russie,,policier
4020,Elsa Zylberstein,Lucien Jean-Baptiste,Ioni Matos,268971,2019,2020.0,69567.0,Couleur,91.0,Français,"Français , belge",8.0,80.0,1051.0,2.5,2.0,Solange Cicurel,"Emma et Victor sont les parents de Lila . Alors qu’ elle fête ses 14 ans , Lila commence sa crise d’ ado et passe d’ une enfant parfaite à une adolescente insupportable . Victor tente d’ apaiser les tensions mais entre mère et fille , la guerre est déclarée ! Tous les coups sont permis et plus question d’ être adorables ...",Adorables,Long-métrage,comédie
4945,Taye Diggs,Nia Long,Morris Chestnut,31763,1999,,,Couleur,120.0,Anglais,Américain,,2.0,83.0,,3.1,Malcolm D. Lee,"Harper est un écrivain qui met en scène sa vie et ses proches . Le jour où son copain Lance lui demande d' être le témoin à son mariage , il panique : ses proches , en se découvrant dans ses livres , risquent de lui demander des comptes ...",Le Mariage de l' année,,romance
4616,Carole Bouquet,Kim Rossi Stuart,Judith Godrèche,188053,1997,2017.0,,Couleur,100.0,Français,"Français , italien , allemand",,6.0,36.0,,3.0,Jean-Daniel Verhaeghe,"En France , sous la Restauration , le jeune Julien Sorel travaille à la scierie familiale . Développant rapidement des dons pour le latin et la théologie , il part finalement vivre comme précepteur chez Monsieur de Rénal , dont il séduit l' épouse .",Le rouge et le noir,Télefilm,romance
2972,Kevin Bacon,Matt Dillon,Neve Campbell,18033,1998,1998.0,,Couleur,110.0,Anglais,Américain,,244.0,6746.0,,3.0,John McNaughton,"Sam Lombardo est enseignant sportif sur le campus de la petite communauté de Blue Bay en floride . Les étudiantes ne sont pas insensibles à son charme . Un jour l' une d' entre elles , Kelly , l' accuse de l' avoir violée . Quand tout n' est qu' une gigantesque manipulation ...",Sex Crimes,Long-métrage,policier
1998,Nicolas Bedos,Doria Tillier,Denis Podalydès,242293,2016,2017.0,329419.0,Couleur,120.0,Français,Français,27.0,326.0,3307.0,3.4,4.0,Nicolas Bedos,"Comment Sarah et Victor ont - ils fait pour se supporter pendant plus de 45 ans ? Qui était vraiment cette femme énigmatique vivant dans l' ombre de son mari ? Amour et ambition , trahisons et secrets nourrissent cette odyssée d' un couple hors du commun , traversant avec nous petite et grande histoire du dernier siècle .",Monsieur & Madame Adelman,Long-métrage,romance
2195,Audrey Dana,Christian Clavier,Eric Elmosnino,240515,2017,2017.0,,Couleur,99.0,Français,"Français , belge",14.0,149.0,1503.0,3.2,1.8,Audrey Dana,"Qui n’ a jamais imaginé ce que ça ferait d’ être dans la peau du sexe opposé , ne serait - ce qu’ une journée ? Eh bien , pas Jeanne ! Fraichement divorcée , séparée de ses enfants une semaine sur deux , pour elle les mecs c’ est fini , elle ne veut plus jamais en entendre parler . Mais un beau matin , sa vie s’ apprête à prendre un drôle de tournant , à première vue rien n’ a changé chez elle … à un détail près ! De situations cocasses en fous rires avec sa meilleure amie , de panique en remise en question avec son gynéco , notre héroïne , tentera tant bien que mal de traverser cette situation pour le moins … inédite .",Si j' étais un homme,Long-métrage,comédie
1126,Dorian Le Clech,Batyste Fleurial,Patrick Bruel,235620,2017,2017.0,1282764.0,Couleur,114.0,,"Français , canadien , tchèque",17.0,355.0,4100.0,3.1,4.1,Christian Duguay,"Dans la France occupée , Maurice et Joseph , deux jeunes frères juifs livrés à eux-mêmes , font preuve d’ une incroyable dose de malice , de courage et d’ ingéniosité pour échapper à l’ invasion ennemie et tenter de réunir leur famille à nouveau .",Un Sac De Billes,Long-métrage,drame
2892,Juliette Binoche,Camille Cottin,Lambert Wilson,247880,2017,2017.0,123885.0,Couleur,94.0,Français,Français,7.0,174.0,1428.0,3.0,2.0,Noémie Saglio,"Inséparables , Avril et sa mère Mado ne peuvent pourtant pas être plus différentes . Avril , 30 ans , est mariée , salariée et organisée à l' inverse de sa mère , éternelle ado insouciante et délurée qui vit aux crochets de sa fille depuis son divorce . Mais quand les deux femmes se retrouvent enceintes en même temps et sous le même toit , le clash est inévitable . Parce que si Mado , en pleine crise de jeunisme , n' est pas prête à être grand-mère , Avril , quant à elle , a bien du mal à imaginer sa mère ... mère !","Telle Mère , Telle Fille",Long-métrage,comédie
5246,Sigourney Weaver,Holly Hunter,Dermot Mulroney,14214,1995,1996.0,692761.0,Couleur,124.0,Anglais,Américain,,125.0,2134.0,,3.0,Jon Amiel,"Le docteur Helen Hudson , psychiatre réputée et auteur d' ouvrage à succès sur les serial killers , est victime d' un de ses "" héros "" qui l' agresse sauvagement a l' issue d' une causerie . Fortement traumatisée , Helen vit recluse dans son appartement de San Francisco et n' entretient plus que de rares relations avec le monde extérieur . Jusqu' au jour où elle découvre à la une d' un journal la photo d' une jeune fille victime d' un serial Killer . D' autres crimes ont lieu et Helen se rend vite compte qu' elle est à nouveau en danger .",Copycat,Long-métrage,policier
3808,Christian Clavier,Jean Reno,Caterina Murino,52648,2004,2004.0,2539783.0,Couleur,92.0,Français,Français,17.0,332.0,6629.0,3.0,2.1,Alain Berbérian,"Détective parisien branché s' estimant aussi irrésistible avec les femmes que dans le business , Rémi François alias Jack Palmer a finalement accepté la mission que vient de lui confier un obscur petit notaire de province : retrouver Ange Léoni , un citoyen corse introuvable qui a hérité d' un confortable pactole . Une véritable promenade de santé pour Jack Palmer rompu aux missions infiniment plus délicates . Mais à peine arrivé sur l' île de beauté , la promenade de santé va très vite devenir un parcours du combattant . Mystérieusement observé aux jumelles pendant son enquête , Palmer perd de sa superbe devant le mutisme local , les tournées d' alcool de myrthe , les indépendantistes qui le kidnappent , les gendarmes qui le molestent par erreur , une voiture pulvérisée et l' énigmatique Ange Léoni qui lui donne de mystérieux rendez-vous ratés .",L' enquête Corse,Long-métrage,policier
2478,Florence Pugh,Cosmo Jarvis,Paul Hilton,249321,2016,2017.0,,Couleur,89.0,Anglais,Britannique,29.0,137.0,1988.0,3.5,3.2,William Oldroyd,"1865 , Angleterre rurale . Katherine mène une vie malheureuse d’ un mariage sans amour avec un Lord qui a deux fois son âge . Un jour , elle tombe amoureuse d’ un jeune palefrenier qui travaille sur les terres de son époux et découvre la passion . Habitée par ce puissant sentiment , Katherine est prête aux plus hautes trahisons pour vivre son amour impossible .",The Young Lady,,historique
2334,Laurent Lafitte,Mélanie Laurent,Audrey Dana,221654,2014,2015.0,317265.0,Couleur,101.0,Français,Français,14.0,252.0,2060.0,3.6,3.8,François Favrat,"Boomerang : nom masculin , arme de jet capable en tournant sur elle-même de revenir à son point de départ … En revenant avec sa sœur Agathe sur l’ île de Noirmoutier , berceau de leur enfance , Antoine ne soupçonnait pas combien le passé , tel un boomerang , se rappellerait à son souvenir . Secrets , non-dits , mensonges : et si toute l’ histoire de cette famille était en fait à réécrire ? Face à la disparition mystérieuse de sa mère , un père adepte du silence et une sœur qui ne veut rien voir , une inconnue séduisante va heureusement bousculer la vie d’ Antoine …",Boomerang,Long-métrage,drame
4891,Océan,Alice Pol,Grégory Montel,221329,2017,2017.0,,Couleur,86.0,Français,Français,17.0,122.0,797.0,2.6,2.7,"Océan, Cyprien Vial","Océanerosemarie déborde de vie , d’ amis et surtout d’ ex - petites amies . Mais elle vient de rencontrer Cécile , la "" cette - fois - c' est - vraiment - la - bonne "" femme de sa vie ! Même si elle ne lui a pas vraiment demandé son avis ... Il est temps pour Océanerosemarie de grandir un peu pour réussir à la conquérir . En sera - t - elle seulement capable ?",Embrasse - moi !,Long-métrage,romance
1631,Robert Carlyle,Mark Addy,Tom Wilkinson,10442,1997,1997.0,,Couleur,92.0,Anglais,Britannique,,200.0,16989.0,,3.7,Peter Cattaneo,"Aujourd'hui , Sheffield , qui fut l' orgueil du Yorkshire et le joyau de l' Angleterre , est une ville sinistrée . Le chômage y règne en maître et les hommes désoeuvrés errent dans les rues en quête d' illusoires petits boulots . La venue de la troupe des Chippendales , qui , lors de leur spectacle , provoqua un véritable délire chez les spectatrices , va donner des idées a Gaz et ses copains . Si les femmes de Sheffield craquent pour des éphèbes anabolisés , que penseront - elles de vrais hommes , prêts à aller jusqu' au bout en s' exhibant entièrement nus ?",The Full Monty / Le Grand jeu,,comédie
